信号日,股票代码,因子值,分组,目标仓位,是否触发,滚动均值,滚动标准差,历史阈值
2024-12-31,300750.SZ,0.46800501882057716,0,-0.0,False,0.46722835021846104,0.4043656725545496,0.8715940227730106
2025-01-02,300750.SZ,0.9247176913425345,1,-1.0,True,0.46308782324230047,0.4017626908519325,0.864850514094233
2025-01-03,300750.SZ,0.821831869510665,0,-0.0,False,0.4640183962243164,0.4027083035498282,0.8667266997741445
2025-01-06,300750.SZ,0.24717691342534504,0,-0.0,False,0.46347469066179026,0.4021760157457924,0.8656507064075827
2025-01-07,300750.SZ,0.03889585947302384,0,-0.0,False,0.4651371749779759,0.40085294573886765,0.8659901207168436
2025-01-08,300750.SZ,0.03889585947302384,0,-0.0,False,0.46455164591064,0.40142819939326924,0.8659798453039093
2025-01-09,300750.SZ,0.07528230865746549,0,-0.0,False,0.4644679989010207,0.40151656703815997,0.8659845659391807
2025-01-10,300750.SZ,0.7478042659974906,0,-0.0,False,0.45776578225526576,0.4012421297345592,0.859007911989825
2025-01-13,300750.SZ,0.18318695106649938,0,-0.0,False,0.4626486764417986,0.4011761440562615,0.8638248204980601
2025-01-14,300750.SZ,0.07904642409033877,0,-0.0,False,0.4631923820043247,0.4007490299258221,0.8639414119301468
2025-01-15,300750.SZ,0.9523212045169385,1,-1.0,True,0.46362107292862414,0.40030642480013956,0.8639274977287636
2025-01-16,300750.SZ,0.8732747804265998,1,-1.0,True,0.4641334108625431,0.40089671090886453,0.8650301217714076
2025-01-17,300750.SZ,0.13801756587202008,0,-0.0,False,0.46710287970403197,0.40260718304257587,0.8697100627466079
2025-01-20,300750.SZ,0.012547051442910916,0,-0.0,False,0.46166582407877055,0.40260913653400776,0.8642749606127783
2025-01-21,300750.SZ,0.890840652446675,1,-1.0,True,0.4592086931712005,0.40445404618615755,0.863662739357358
2025-01-22,300750.SZ,0.9661229611041405,1,-1.0,True,0.4654926747688584,0.40525935470079055,0.8707520294696489
2025-01-23,300750.SZ,0.7804265997490589,0,-0.0,False,0.4722262590432206,0.40681874327266127,0.8790450023158818
2025-01-24,300750.SZ,0.05269761606022585,0,-0.0,False,0.4707938040034883,0.4054142746584605,0.8762080786619488
2025-01-27,300750.SZ,0.9109159347553325,1,-1.0,True,0.46973776050704324,0.4063436153168619,0.8760813758239052
2025-02-05,300750.SZ,0.9385194479297365,1,-1.0,True,0.4737528169687747,0.40831436570963514,0.8820671826784099
2025-02-06,300750.SZ,0.3124215809284818,0,-0.0,False,0.473585522949536,0.40811811305325446,0.8817036360027904
2025-02-07,300750.SZ,0.050188205771643665,0,-0.0,False,0.4686294376295861,0.40641632687284623,0.8750457645024323
2025-02-10,300750.SZ,0.9234629861982434,1,-1.0,True,0.4665278065128985,0.40793246820897233,0.8744602747218708
2025-02-11,300750.SZ,0.9548306148055207,1,-1.0,True,0.4730418173870098,0.4089430603637937,0.8819848777508035
2025-02-12,300750.SZ,0.08531994981179424,0,-0.0,False,0.48030865134769574,0.40969757177357263,0.8900062231212684
2025-02-13,300750.SZ,0.02258469259723965,0,-0.0,False,0.4802354602142787,0.4097679244383676,0.8900033846526463
2025-02-14,300750.SZ,0.03262233375156838,0,-0.0,False,0.4802145484618739,0.4097914102864086,0.8900059587482825
2025-02-17,300750.SZ,0.6599749058971142,0,-0.0,False,0.47944081362289437,0.410553782743899,0.8899945963667933
2025-02-18,300750.SZ,0.06273525721455459,0,-0.0,False,0.4848360457433461,0.4086160734700153,0.8934521192133613
2025-02-19,300750.SZ,0.14554579673776663,0,-0.0,False,0.4783429466216397,0.4090847996659106,0.8874277462875503
2025-02-20,300750.SZ,0.9523212045169385,1,-1.0,True,0.47844750538366393,0.4089973848664388,0.8874448902501026
2025-02-21,300750.SZ,0.0903387703889586,0,-0.0,False,0.4848046781147388,0.41039412887814436,0.8951988069928831
2025-02-24,300750.SZ,0.9259723964868256,1,-1.0,True,0.48506607501979937,0.4101305237349296,0.895196598754729
2025-02-25,300750.SZ,0.8180677540777918,0,-0.0,False,0.4874500147939525,0.41186582531755767,0.8993158401115102
2025-02-26,300750.SZ,0.9146800501882058,1,-1.0,True,0.4868331180980094,0.4113097146079597,0.8981428327059691
2025-02-27,300750.SZ,0.1355081555834379,0,-0.0,False,0.49420451082071953,0.41098207088217686,0.9051865817028963
2025-02-28,300750.SZ,0.8883312421580929,0,-0.0,False,0.4949259662786869,0.4102692248967709,0.9051951911754579
2025-03-03,300750.SZ,0.01756587202007528,0,-0.0,False,0.5017641093150734,0.4099278503390132,0.9116919596540867
2025-03-04,300750.SZ,0.9912170639899623,1,-1.0,True,0.4965152594614556,0.4120739124665316,0.9085891719279872
2025-03-05,300750.SZ,0.9398496240601504,1,-1.0,True,0.4974458324434715,0.41307105474126476,0.9105168871847362
2025-03-06,300750.SZ,0.11779448621553884,0,-0.0,False,0.49714324095848555,0.4127305889968348,0.9098738299553204
2025-03-07,300750.SZ,0.9223057644110275,1,-1.0,True,0.4972361121997422,0.4126432277407324,0.9098793399404745
2025-03-10,300750.SZ,0.9536340852130326,1,-1.0,True,0.49782245362838695,0.413201095365073,0.9110235489934599
2025-03-11,300750.SZ,0.87468671679198,0,-0.0,False,0.5052675222807791,0.4132989258172189,0.918566448097998
2025-03-12,300750.SZ,0.15914786967418545,0,-0.0,False,0.5121174314535437,0.4125461493746084,0.924663580828152
