信号日,股票代码,因子值,分组,目标仓位,是否触发,滚动均值,滚动标准差,历史阈值
2024-12-31,300750.SZ,1.0,1,-1.0,True,-0.14522916666666721,1.1133668230136464,0.9681376563469792
2025-01-02,300750.SZ,1.0,1,-1.0,True,-0.12856250000000055,1.1154314067676896,0.986868906767689
2025-01-03,300750.SZ,1.0,1,-1.0,True,-0.12856250000000055,1.1154314067676896,0.986868906767689
2025-01-06,300750.SZ,1.0,1,-1.0,True,-0.12856250000000055,1.1154314067676896,0.986868906767689
2025-01-07,300750.SZ,1.0,1,-1.0,True,-0.12856250000000055,1.1154314067676896,0.986868906767689
2025-01-08,300750.SZ,1.0,1,-1.0,True,-0.12856250000000055,1.1154314067676896,0.986868906767689
2025-01-09,300750.SZ,1.0,0,-0.0,False,-0.11189583333333389,1.1172414867567162,1.0053456534233822
2025-01-10,300750.SZ,1.0,0,-0.0,False,-0.09522916666666721,1.1187982982501057,1.0235691315834385
2025-01-13,300750.SZ,1.0,0,-0.0,False,-0.07856250000000055,1.1201028972887586,1.041540397288758
2025-01-14,300750.SZ,1.0,0,-0.0,False,-0.061895833333333886,1.1211561643109198,1.0592603309775859
2025-01-15,300750.SZ,1.0,0,-0.0,False,-0.045229166666667216,1.12195880714955,1.0767296404828828
2025-01-16,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-17,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-20,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-21,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-22,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-23,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-24,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-01-27,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
2025-02-05,300750.SZ,-1.0,0,-0.0,False,-0.02856250000000055,1.1225113634252764,1.0939488634252759
